28,What is a lift gate?,"<p>The lift gate is like an 'elevator' on the back of the freight truck that lowers the pallet onto the curb. You would then unload the pallet from the curb as opposed to the back of the truck. <span>Certain orders will not be able to use a lift gate due to the size of the pallets used for delivery. If your order is able to utilize a lift gate, it will be automatically included on your delivery free of charge!</span></p>",1,4,"1,2"
29,Will I be able to accept my delivery by myself?,"<p>Many cabinets will be very large and heavy (in excess of 100 lbs) so having 1 or 2 additional people to help is highly recommended. The delivery drivers work for the freight companies (not TheRTAStore.com) and for insurance purposes, are not able to assist in unloading any cabinets so he or she would not be able to help during this process.</p>",1,4,1
30,What do I need to do on delivery besides unload the cabinets/accessories?,"<p>1. It is extremely important that you <span style=&quot;text-decoration: underline;&quot;>do a piece count</span> and make sure all ordered pieces are there (unless you&rsquo;ve been informed of any out of stock items). Some pieces may be packaged together, i.e. crown molding, fillers, etc&hellip; If you can, open any accessory boxes while the driver is there to make sure all pieces are accounted for, if you&rsquo;re not able to, mark the Bill of Lading (BOL &ndash; shipping paperwork that the driver has) that you weren&rsquo;t able to verify the piece count in that specific box. If there is anything missing, it must be noted on the BOL. Make sure to get a copy of the BOL with the driver&rsquo;s signature and that the driver has a copy noting any shortages, we will need a copy sent to us to process your replacement order.&nbsp;<strong><span style=&quot;text-decoration: underline;&quot;>If shortages are not noted on the BOL, we will not be able to reship these items for no charge</span>. </strong></p><p>&nbsp;</p><p>2. In addition to doing a piece count, you want to check each box for visible damage. The trucking company is required to let you check the outside of each box. <span style=&quot;text-decoration: underline;&quot;>You do not need to open each box</span>, just check over the outside for cracks, dents, holes, etc&hellip; If the driver tells you they will not wait for you to check over the boxes, call the trucking company and explain that you need to note any visible damage on the BOL and the driver is giving you a hard time (this is not very common). The number to the trucking company will be on the BOL. The boxes are checked in the warehouses before being shipped out, however, as soon as the trucking company picks up your order, they are responsible for any damages that occur in transit and will only approve replacements if the damages are noted on the shipping paperwork (Bill of Lading &ndash; BOL) on your delivery.</p>",1,4,"1,2"
31,"When I receive delivery, what if something on my order is damaged​ or missing​?​","<p>It is very important to look for any damages to the outside of the boxes upon your delivery. If any damages are visible, mark this on the shipping paperwork the driver has and be sure they sign and give you a copy (do not refuse any damaged items).​ Please also take a photo documenting the way the shipment was received.​ Many times the contents will not be damaged even if the box is, but if you find any parts of the cabinets to be damaged, please report it immediately to TheRTAStore.com​ ​prior to assembly (unless the item shipped pre​-​assembled)​ ​using this form:&nbsp;<a href=&quot;https://thertastore.wufoo.com/forms/claimmissing-items-request-form/&quot; target=&quot;_blank&quot; data-saferedirecturl=&quot;https://www.google.com/url?hl=en&amp;q=https://thertastore.wufoo.com/forms/claimmissing-items-request-form/&amp;source=gmail&amp;ust=1532536580491000&amp;usg=AFQjCNExb1EdugxUD3_BKeJE702-n6-D2g&quot;>https://thertastore.<wbr />wufoo.com/forms/claimmissing-<wbr />items-request-form/</a>.​ ​​You will have​ ​5 days to open all cabinet/accessory boxes and inspect for any damages, defects, or missing items.</p><p>If there are freight damages, please hold on to the damaged items until the freight company concludes the claim process. This will not delay the processing and shipment of your replacement parts, however in order for us to file a claim with the freight company for any damages that incurred in transit, they retain the right to inspect the damaged items at their request. Damaged items should be kept until we notify you that they can be disposed of, for some carriers, this can be up to 120 days from the day the claim is made. Please do not dispose of any damages before given permission to do so, if a carrier requests to see damages and they're no longer available, you may be responsible for paying for the replacement parts that were shipped out.&nbsp;&nbsp;</p>",1,5,1
32,Should I refuse a damaged item on my delivery?,"<p><span>​No, do not refuse any damaged items, just note the damages on the</span><span>&nbsp;</span><span class=&quot;m_-6182578093991095873gmail-il&quot;>shipping</span><span>&nbsp;</span><span>paperwork the driver has, have them sign and make sure you receive a copy. Then, use this form to contact us to take care of the damaged item(s):</span><span>&nbsp;</span><a href=&quot;https://thertastore.wufoo.com/forms/claimmissing-items-request-form/&quot; target=&quot;_blank&quot; data-saferedirecturl=&quot;https://www.google.com/url?hl=en&amp;q=https://thertastore.wufoo.com/forms/claimmissing-items-request-form/&amp;source=gmail&amp;ust=1531437816701000&amp;usg=AFQjCNFkP-8soZsuGalQL5LKIwunigsAXA&quot;>https://thertastore.<wbr />wufoo.com/forms/claimmissing-<wbr />items-request-form/.</a><span>​ P</span><span>lease make sure to contact us&nbsp;<span class=&quot;aBn&quot; data-term=&quot;goog_529310244&quot;><span class=&quot;aQJ&quot;>within 5 days</span></span>.&nbsp;<span>The cabinet manufacturer reserves the right to determine the most cost effective and efficient method to correct damaged items as a result of manufacturer defect or&nbsp;<span class=&quot;m_-6182578093991095873gmail-il&quot;>freight</span>/<span class=&quot;m_-6182578093991095873gmail-il&quot;>shipping</span>&nbsp;damage. This may not involve a total cabinet/accessory replacement. For example, a cabinet with a damaged door would receive a new door - not an entirely new cabinet.&nbsp;</span><span>​</span></span></p>",1,5,1
33,How long do I have to open my cabinets and check for concealed damage after my delivery?,"<p><span style=&quot;font-family: arial, helvetica, sans-serif;&quot;>You will have&nbsp;<span class=&quot;m_-6182578093991095873gmail-il&quot;>5</span>&nbsp;<span class=&quot;m_-6182578093991095873gmail-il&quot;>days</span>&nbsp;to open all cabinet/accessory boxes and inspect for any damages, defects, or missing items (this is for&nbsp;<span class=&quot;m_-6182578093991095873gmail-il&quot;>freight</span>&nbsp;deliveries, not orders delivered by UPS or FedEx Ground, please see&nbsp;<i>For orders arriving with FedEx/UPS Ground</i>&nbsp;for more info on Ground deliveries). After your order&nbsp;<span class=&quot;m_-6182578093991095873gmail-il&quot;>ships</span>, you will receive a&nbsp;<span class=&quot;m_-6182578093991095873gmail-il&quot;>shipment&nbsp;</span>confirmation email that will detail how to inspect your order, please look out for this email. You will also receive a phone call with this information. If anything is missing, damaged, and/or defective, please notify TheRTAStore.com&nbsp;<span class=&quot;aBn&quot; data-term=&quot;goog_529310243&quot;><span class=&quot;aQJ&quot;>within 5 days</span></span>. Please contact us using this form:&nbsp;<a href=&quot;https://thertastore.wufoo.com/forms/claimmissing-items-request-form/&quot; target=&quot;_blank&quot; data-saferedirecturl=&quot;https://www.google.com/url?hl=en&amp;q=https://thertastore.wufoo.com/forms/claimmissing-items-request-form/&amp;source=gmail&amp;ust=1531437816701000&amp;usg=AFQjCNFkP-8soZsuGalQL5LKIwunigsAXA&quot;>https://thertastore.<wbr />wufoo.com/forms/claimmissing-<wbr />items-request-form/</a>.</span><span>​</span></p>",1,5,1
34,Will I receive a new cabinet if something is damaged in the box?,"<p>Depending on the damage, in most cases, a replacement part will be sent, not an entire new cabinet. The manufacturer reserves the right to determine the most cost effective and efficient method to correct damaged and/or defective cabinets/accessories. For example, if a door is cracked, you would receive a new door, not a whole new cabinet. If you received Pre-Assembled cabinets, in some cases, it may be necessary to unassemble a cabinet or part of a cabinet if it&rsquo;s required for a replacement part.&nbsp;</p>",1,5,1
35,Will I be reimbursed for any labor or time needed to repair any damaged cabinets?,"<p>If replacements parts are needed, TheRTAStore.com is only responsible for providing those parts. Unfortunately, we will not be able to reimburse any additional costs of labor incurred by the customer to replace or repair damaged cabinets.&nbsp;</p>",1,5,1
36,Should I assemble cabinets with damages if I’m just waiting for a part?,"<p><span>No, if any cabinets are damaged, please do not assemble these cabinets. The pictures needed by our claims department must be&nbsp;</span><span style=&quot;text-decoration: underline;&quot;>unassembled</span><span>&nbsp;cabinets. Due to manufacturer guidelines, replacement parts will not be issued for cabinets that are already assembled because the manufacturer does not know the damage did not occur during assembly. Please leave any damaged cabinets unassembled until customer service lets you know it is ok to proceed with assembly.</span></p>",1,5,1
37,What if I ordered cabinets with glass and the glass arrives broken?,"<p>If Glass Door Inserts or Glass Shelves are damaged during shipment, the manufacturers will not re-ship since they would have to ship via Ground and will more than likely be damaged again. If you receive damaged glass, please send pictures and let our offices know immediately and you will be issued a credit so the glass can be cut/purchased locally.</p>",1,5,"1,2"
38,What should I do with damaged items?,"<p><span>Some manufacturers will require damaged parts or cabinets to be returned in order for replacements to be sent. These parts/cabinets must be returned to the manufacturer if requested or you will be charged for the cost of the replacement parts/cabinets. Returns must be received&nbsp;</span><span class=&quot;aBn&quot; data-term=&quot;goog_1699348305&quot;><span class=&quot;aQJ&quot;>within 30 days</span></span><span>&nbsp;of receipt of replacement parts (or sooner, if requested), or else you will be charged for all parts. Different finishes ship from different warehouses throughout the USA, so please be sure to confirm the return address before returning anything. If they are returned to the wrong location, unfortunately, we won't be able to replace the damaged parts for no charge. If there are freight damages, please hold on to the damaged items until the freight company concludes the claim process. This will not delay the processing and shipment of your replacement parts, however in order for us to file a claim with the freight company for any damages that incurred in transit, they retain the right to inspect the damaged items at their request. Damaged items should be kept until we notify you that they can be disposed of, for some carriers, this can be up to 120 days from the day the claim is made. Please do not dispose of any damages before given permission to do so, if a carrier requests to see damages and they're no longer available, you may be responsible for paying for the replacement parts that were shipped out.</span></p>",1,5,"1,2"
39,Are there any items that cannot be returned?,"<div class=&quot;gmail_default&quot;><span style=&quot;font-family: arial, helvetica, sans-serif;&quot;>The following is a list of items that cannot be returned (this is not a complete list of&nbsp;<i>all&nbsp;</i>items that are not returnable, the policies&nbsp;will vary for each collection so for a complete list of what items are not returnable for a particular finish, please contact us at&nbsp;<span><a href=&quot;mailto:customerservice@thertastore.com&quot; target=&quot;_blank&quot;>customerservice@thertastore.<wbr />com</a>)</span>:</span></div><div class=&quot;gmail_default&quot;><span style=&quot;font-family: arial, helvetica, sans-serif;&quot;>&nbsp;</span></div><div class=&quot;gmail_default&quot;><ul><li>Cabinets that are shipped Pre-Assembled or modified (ex: cabinets cut for glass)</li><li>Decorative Hardware (knobs/pulls - because they are a special order item and not stocked</li><li>Ready to Assemble cabinets that have already been assembled are also not able to be returned</li><li>Glass&nbsp;</li><li>Moldings, fillers, and panels, various accessories including but not limited to corbels/brackets, feet, posts/legs, onlays/valances (please note that these items can be returned in certain finishes, to find out about your finish please email us at:&nbsp;<a style=&quot;font-family: arial, helvetica, sans-serif;&quot; href=&quot;mailto:customerservice@thertastore.com&quot; target=&quot;_blank&quot;>customerservice@thertastore.<wbr />com</a><span style=&quot;font-family: arial, helvetica, sans-serif;&quot;>)</span></li><li><span style=&quot;font-family: arial, helvetica, sans-serif;&quot;><span>Items that have been opened and/or are no longer in their original packaging</span></span></li></ul></div>",1,6,1
40,Is there a restocking fee for returned items?,"<p>Yes, there is a 25% restocking fee on all returned items.</p>",1,6,1
41,What if I need to return something?,"<p>As long as the item you wish to return is in the&nbsp;<span>original, unopened packaging</span>&nbsp;and is not one of the non-returnable items (see <strong>Are there any items that cannot be returned?</strong>), you would just need to contact customer service within 5 days of your delivery. They will get a return authorization for you to include with your returned item and let you know the address where it should be returned. We ship out of many warehouses, so please do not return anything without speaking to customer service to make sure the return address is correct. If something is returned to the incorrect address, unfortunately, we won&rsquo;t be able to issue a refund for that item. There is a 25% restocking fee for all returned items and you would be responsible for the return shipping. If you&rsquo;re returning something that requires shipment by a freight company, we would be happy to get a quote using our carriers (as we can normally receive lesser expensive rates than if you were to get a quote locally) and if you&rsquo;d like to use our carrier, that amount would just be deducted from your refund amount. You would also need to make sure the item(s) is packed on a pallet (you can usually find free pallets at local hardware and various retail stores) and plastic wrapped. When the item(s) are returned, if we find there are damages that occurred in transit, your refund may take a bit longer until a proper inspection by the trucking company can occur, and you may need to file a freight claim if you handled the return shipping yourself.</p>",1,6,1
42,What shipping method do I use to return an item back to the warehouse?,"<p>If it&rsquo;s an accessory item or small cabinet, it can usually be returned via ground shipping (FedEx, UPS, USPS, etc&hellip;). If it&rsquo;s a larger, heavier item then it would need to be returned using a common freight company. You would also need to make sure the item(s) is packed on a pallet (you can usually find free pallets at local hardware and various retail stores) and plastic wrapped. If you&rsquo;re returning something that requires shipment by a freight company, we would be happy to get a quote using our carriers (as we can normally receive lesser expensive rates than if you were to get a quote locally) and if you&rsquo;d like to use our carrier, that amount would just be deducted from your refund amount. When the item(s) are returned, if we find there are damages that occurred in transit, your refund may take a bit longer until a proper inspection by the trucking company can occur, and you may need to file a freight claim if you handled the return shipping yourself.</p>",1,6,1
43,"I mis-measured, can I return a cabinet?","<p>Yes, absolutely (as long as the item you wish to return is in the&nbsp;<span>original, unopened packaging</span> and is not one of the non-returnable items - see <strong>Are there any items that cannot be returned?</strong>). Just contact customer service and they will get a return authorization for you to include with your returned item and let you know the address where it should be returned. We ship out of many warehouses, so please do not return anything without speaking to customer service to make sure the return address is correct. If something is returned to the incorrect address, unfortunately, we won&rsquo;t be able to issue a refund for that item. There is a 25% restocking fee for all returned items and you would be responsible for the return shipping. The initial shipping charge you paid when placing the order will not be able to be refunded. When the item(s) are returned, if we find there are damages that occurred in transit, your refund may take a bit longer until a proper inspection by the trucking company can occur, and you may need to file a freight claim if you handled the return shipping yourself.</p>",1,6,1
44,"I don’t like the finish/style of the cabinets, can I return my order?","<p>We <strong><em>highly</em></strong> recommend ordering door samples before purchasing any cabinets to make sure the finish and style are exactly what you want. However, if you receive the cabinets and aren&rsquo;t happy with them, you would be able to return your order (as long as the item you wish to return is in the<span>&nbsp;original, unopened packaging</span> and is not one of the non-returnable items - see <strong>Are there any items that cannot be returned?</strong>). There is a 25% restocking fee for all returned items and you would be responsible for the return shipping. The initial shipping charge you paid when placing the order will not be able to be refunded. You would also need to make sure the order is packed on a pallet (you can usually find free pallets at local hardware and various retail stores) and plastic wrapped. We would be happy to get a quote using our freight carriers (as we can normally receive lesser expensive rates than if you were to get a quote locally) and if you&rsquo;d like to use our carrier, that amount would just be deducted from your refund amount. When the item(s) are returned, if we find there are damages that occurred in transit, your refund may take a bit longer until a proper inspection by the trucking company can occur, and you may need to file a freight claim if you handled the return shipping yourself.</p>",1,6,1
45,Where can I return door samples and how will I be refunded?,"<p><span>Once received back, you will be refunded the price you paid for the sample(s) less return shipping back to us. The refund will be processed in the same way you placed the order (credit card, PayPal, check, etc&hellip;). If it has been more than 60 days from your date of purchase, a refund will have to be issued in the form of a check unless you have a PayPal account, then it can also be emailed to you.</span></p><p><span>Please return all samples to the below address and&nbsp;</span><span style=&quot;text-decoration: underline;&quot;>be sure to include your name and order number to ensure a prompt refund:</span></p><p><strong><br /></strong></p><p style=&quot;text-align: center;&quot;><span style=&quot;font-size: medium;&quot;><strong>2345 Route 52</strong></span></p><p style=&quot;text-align: center;&quot;><span style=&quot;font-size: medium;&quot;><strong>Suite 1A</strong></span></p><p style=&quot;text-align: center;&quot;><span style=&quot;font-size: medium;&quot;><strong>Hopewell Junction, NY 12533</strong></span></p>",1,6,"1,2"
46,What if I want to cancel my order right after I place it?,"<p>You have 24 hours to cancel your order after it&rsquo;s placed on TheRTAStore.com.&nbsp; Please call our offices at 877-99-CABINETS or email customer service at <a href=&quot;mailto:customerservice@thertastore.com&quot;>customerservice@thertastore.com</a> and we will take care of the cancellation for you. There are no fees if cancelled within 24 hours. If it&rsquo;s after 24 hours, and your order has already begun being packed for shipment, we may not be able to cancel the order without a fee. We will let you know if the manufacturer is charging any fees to unpack the order and restock it.</p>",1,6,1
47,"What if I want to cancel my order and it has already shipped, but I have not received it yet?","<p>If you need to cancel your order that is in transit to you, we would need to contact the freight company to have it returned to the warehouse. You would be responsible for any return shipping fees being charged by the freight company, in addition to the initial shipping charge you paid when placing the order and a 25% restocking fee. Once the order is returned to the warehouse, you will be refunded less the shipping and restocking fees.</p>",1,6,1
48,"My order (or part of my order) was received damaged, can I return it?","<p>Don&rsquo;t worry! There&rsquo;s no need to return a damaged order, we will be able to get you the replacement parts/cabinets that are needed (please see <strong>What if something on my order is damaged?</strong>). If you decide to return your entire order it would be treated as a regular return and you would be responsible for the return shipping and a 25% restocking fee. The initial shipping charge would not be able to be refunded. We will also need the delivery paperwork that noted the damage (paperwork the delivery driver had).</p>",1,6,1
49,"I received the wrong cabinet/accessory, now what?","<p>If the wrong cabinet or accessory is shipped to you by mistake, please contact us within <span>5 days</span>&nbsp;at 877-99-CABINETS (877-992-2246) or <a href=&quot;mailto:customerservice@thertastore.com&quot;>customerservice@thertastore.com</a>, and we will process and ship your correct items as quickly as possible. Pictures or other documentation may be required and if the incorrect item(s) needs to be returned, we will provide you with a shipping label.</p>",1,6,1
120,What if I receive damages on an Assembled cabinet order?,"<p><span>The cabinet manufacturers reserve the right to determine the most cost effective and efficient method to correct damaged items as a result of manufacturer defect or freight/shipping damage. This may not involve a total cabinet/accessory replacement. For example, a cabinet with a damaged door would receive a new door - not an entirely new cabinet.&nbsp;</span></p>",1,5,1
134,"I placed an order and then my cabinets went on sale, can I get the new discount?","<p>While we would love to honor all discounts all the time, many of the discounts offered during sales are issued directly from the manufacturer and are only valid for orders placed during the advertised sale dates. The manufacturers have very strict policies about discounts only applying to orders placed during these times. We often have no prior knowledge of the discounts that will be available until they are posted on the website so because of this, we are not able to honor discounts for current sales on past orders even if the order was just placed or has not shipped yet. Orders that are cancelled because current sale discounts cannot be applied may be subject to restocking fees and/or initial and return shipping charges (if the order has already been shipped and is in transit). If you wish to return an order that has already been delivered, our normal return policies would apply.</p>",1,"2,3","1,2"
491,Do you have a delivery video?,"<p>Yes, please watch our &quot;7 Steps For Receiving Your Delivery&quot; video below!</p><p>&nbsp;</p><p><iframe id=&quot;faq_video&quot; src=&quot;https://www.youtube.com/embed/VtX2TVbQAFw?rel=0&quot; frameborder=&quot;0&quot; width=&quot;320&quot; height=&quot;240&quot;></iframe></p>",1,4,1
494,Do you have an overview of  how to accept and inspect delivery?,<p><span>Click&nbsp;</span><a title=&quot;delivery overview&quot; href=&quot;http://www.thertastore.com/claim-and-damage-terms&quot; target=&quot;_blank&quot;><span style=&quot;text-decoration: underline;&quot;>here</span></a><span>&nbsp;for a quick overview on how to accept your delivery</span></p>,1,4,1
500,Do you have an overview of  how to accept and inspect delivery?,<p><span>Click&nbsp;</span><a title=&quot;delivery overview&quot; href=&quot;http://www.willowlanecabinetry.com/claim-and-damage-terms/&quot; target=&quot;_blank&quot;><span style=&quot;text-decoration: underline;&quot;>here</span></a><span>&nbsp;for a quick overview on how to accept your delivery</span></p>,1,4,2
501,How is my order being shipped?,<p><span>Cabinet orders will be shipped with a common freight carrier (the freight carrier will be determined when your order is ready for shipment and you will be emailed this info with you shipment confirmation). Accessories will be shipped with FedEx or UPS Ground.</span></p>,1,4,2
502,"I don’t like the finish/style of the cabinets, can I return my order?",<p><span>We highly recommend ordering door samples before purchasing any cabinets to make sure the finish and style are exactly what you want because there is a <em><strong>No Return Policy</strong></em> due to the custom nature of the cabinets/accessories and because they are shipped pre-assembled.</span></p>,1,6,2
503,"I received the wrong cabinet/accessory, now what?","<p><span>If the wrong cabinet or accessory is shipped to you by mistake, please contact us as soon as possible (but within 5 days) at&nbsp;</span><a href=&quot;tel:877-717-3030&quot; target=&quot;_blank&quot;>877-717-3030</a><span>&nbsp;or&nbsp;</span><a href=&quot;mailto:customerservice@thertastore.com&quot; target=&quot;_blank&quot;>customerservice@willowlanecabinetry.com</a><span>, and we will process and ship your correct items as quickly as possible. Pictures or other documentation may be required and if the incorrect item(s) needs to be returned, we will provide you with a shipping label.</span></p>",1,6,2
504,"My order (or part of my order) was received damaged, can I return it?","<p><span>Don&rsquo;t worry! There&rsquo;s no need to return a damaged order, we will be able to get you the replacement parts/cabinets that are needed (please see What if something on my order is damaged?). We will also need the delivery paperwork that noted the damage (paperwork the delivery driver had).</span></p>",1,6,2
505,Should I refuse a damaged item on my delivery?,"<p><span>No, do not refuse any damaged items, just note the damages on the&nbsp;<span class=&quot;m_-6182578093991095873gmail-il&quot;>shipping</span>&nbsp;paperwork the driver has, have them sign and make sure you receive a copy. Then, use this form to contact us to take care of the damaged item(s):&nbsp;<a href=&quot;https://thertastore.wufoo.com/forms/schk34d0yro54g/&quot; target=&quot;_blank&quot; data-saferedirecturl=&quot;https://www.google.com/url?hl=en&amp;q=https://thertastore.wufoo.com/forms/schk34d0yro54g/&amp;source=gmail&amp;ust=1531437816702000&amp;usg=AFQjCNHvBlbZf3w52FLb7bxrns3ZAUbkbw&quot;>Claim/Damage Form</a>.&nbsp;</span><span>Please make sure to contact us&nbsp;<span class=&quot;aBn&quot; data-term=&quot;goog_529310247&quot;><span class=&quot;aQJ&quot;>within 5 days</span></span>.&nbsp;</span><span>The cabinet manufacturer reserves the right to determine the most cost effective and efficient method to correct damaged items as a result of manufacturer defect or&nbsp;<span class=&quot;m_-6182578093991095873gmail-il&quot;>freight</span>/<span class=&quot;m_-6182578093991095873gmail-il&quot;>shipping</span>&nbsp;damage. This may not involve a total cabinet/accessory replacement. For example, a cabinet with a damaged door would receive a new door - not an entirely new cabinet.&nbsp;</span><span>​</span></p>",1,5,2
506,"What if I want to cancel my order and it has already shipped, but I have not received it yet?","<p><span>Since all orders are pre-assembled and made to order, they cannot be cancelled after 24 hours.</span></p>",1,6,2
507,What if I want to cancel my order right after I place it?,"<p><span>You have 24 hours to cancel your order after it&rsquo;s placed on WillowLaneCabinetry.com.&nbsp; Please call our offices at&nbsp;</span><a href=&quot;tel:877-717-3030&quot; target=&quot;_blank&quot;>877-717-3030</a><span>&nbsp;or email customer service at&nbsp;</span><a href=&quot;mailto:customerservice@willowlanecabinetry.com&quot; target=&quot;_blank&quot;>customerservice@willowlanecabinetry.com</a><span>&nbsp;and we will take care of the cancellation for you. There are no fees if cancelled within 24 hours. If it&rsquo;s after 24 hours, and your order has begun production, we may not be able to cancel the order.</span></p>",1,6,2
508,What orders qualify for Free Shipping promotions?,"<div class=&quot;gmail_extra&quot;>Free shipping offers apply to all Pre-Assembled kitchen cabinet and bathroom vanity orders over $2500 (after any applicable discounts) and all Sample Door orders!</div><div class=&quot;gmail_extra&quot;>**Free shipping only applies to the 48 contiguous US states, it does not apply to Alaska, Hawaii, or out of country orders.**</div>",1,2,2
509,"When I receive delivery, what if something on my order is damaged​ or missing​?​ ","<div><div class=&quot;gmail_default&quot;>​It is very important to look for any damages to the outside of the boxes upon your&nbsp;<span class=&quot;m_-6182578093991095873gmail-il&quot;>delivery</span>. If any damages are visible, mark this on the&nbsp;<span class=&quot;m_-6182578093991095873gmail-il&quot;>shipping</span>&nbsp;paperwork the driver has and be sure they sign and give you a copy (do not refuse any damaged items). Please also take a photo documenting the way the shipment was received. Many times the contents will not be damaged even if the box is, but if you find any parts of the cabinets to be damaged, please report it immediately to Willow Lane Cabinetry using this form:&nbsp;<a href=&quot;https://thertastore.wufoo.com/forms/schk34d0yro54g/&quot; target=&quot;_blank&quot; data-saferedirecturl=&quot;https://www.google.com/url?hl=en&amp;q=https://thertastore.wufoo.com/forms/schk34d0yro54g/&amp;source=gmail&amp;ust=1531437816702000&amp;usg=AFQjCNHvBlbZf3w52FLb7bxrns3ZAUbkbw&quot;>Claims/Damages Form</a>.&nbsp;<div class=&quot;gmail_default&quot;>​</div><span>You will have&nbsp;<span class=&quot;m_-6182578093991095873gmail-il&quot;>5</span>&nbsp;<span class=&quot;m_-6182578093991095873gmail-il&quot;>days</span>&nbsp;to open all cabinet/accessory boxes and inspect for any damages, defects, or missing items.</span></div></div>",1,5,2
510,When will my order ship?,<p><span>Most cabinetry orders will ship in 5-7 weeks.</span></p>,1,3,2
